PO_Number,Date,VendorName,Plant,Qty,UnitCost,Amount,PromisedDays,ActualDays,OnTime
509462,2028-09-19,SealTech Polymers,Rheinland Plant,234,183.87,43025.58,21,28,False
509463,2028-09-19,GE Power Systems,Riverside Plant,885,89.68,79366.8,19,18,True
509464,2028-09-20,NordSteel AG,Riverside Plant,342,364.88,124788.96,19,24,False
509465,2028-09-20,SealTech Polymers,Rheinland Plant,87,427.95,37231.65,11,16,False
509466,2028-09-20,ElectroParts Co,Riverside Plant,927,84.43,78266.61,17,16,True
509467,2028-09-20,NordSteel AG,Rheinland Plant,795,421.82,335346.9,6,6,True
509468,2028-09-21,CopperLine Metals,Rheinland Plant,560,449.0,251440.0,23,30,False
509469,2028-09-21,ElectroParts Co,Rheinland Plant,583,463.1,269987.3,19,29,False
509470,2028-09-21,GE Power Systems,Riverside Plant,356,43.33,15425.48,16,24,False
509471,2028-09-21,PrecisionCast Foundry,Riverside Plant,387,364.37,141011.19,16,23,False
509472,2028-09-21,Honeywell Sensing,Riverside Plant,522,350.27,182840.94,12,21,False
509473,2028-09-21,Siemens Industrial,Rheinland Plant,734,355.85,261193.9,17,21,False
509474,2028-09-22,SealTech Polymers,Rheinland Plant,886,493.43,437178.98,19,22,False
509475,2028-09-22,Siemens Industrial,Rheinland Plant,659,16.94,11163.46,29,28,True
509476,2028-09-22,PrecisionCast Foundry,Rheinland Plant,942,116.95,110166.9,24,34,False
509477,2028-09-22,NordSteel AG,Rheinland Plant,808,76.84,62086.72,15,14,True
509478,2028-09-23,Siemens Industrial,Riverside Plant,416,287.23,119487.68,24,31,False
509479,2028-09-23,ElectroParts Co,Rheinland Plant,710,482.66,342688.6,7,18,False
509480,2028-09-23,PrecisionCast Foundry,Rheinland Plant,188,189.34,35595.92,28,31,False
509481,2028-09-23,PrecisionCast Foundry,Riverside Plant,456,140.15,63908.4,7,18,False
509482,2028-09-23,ElectroParts Co,Rheinland Plant,959,95.65,91728.35,22,23,False
509483,2028-09-24,BearingWorks Ltd,Riverside Plant,934,495.66,462946.44,23,30,False
509484,2028-09-24,CopperLine Metals,Rheinland Plant,46,368.93,16970.78,28,35,False
509485,2028-09-24,Honeywell Sensing,Rheinland Plant,895,422.97,378558.15,23,26,False
509486,2028-09-24,BearingWorks Ltd,Riverside Plant,31,437.39,13559.09,6,4,True
509487,2028-09-24,PrecisionCast Foundry,Riverside Plant,708,376.95,266880.6,29,29,True
509488,2028-09-24,ElectroParts Co,Riverside Plant,668,428.24,286064.32,11,18,False
509489,2028-09-24,BearingWorks Ltd,Rheinland Plant,390,424.78,165664.2,12,17,False
509490,2028-09-25,PrecisionCast Foundry,Rheinland Plant,320,326.26,104403.2,13,19,False
509491,2028-09-25,ElectroParts Co,Riverside Plant,153,292.41,44738.73,11,22,False
509492,2028-09-25,FastenRight Supply,Rheinland Plant,567,77.1,43715.7,5,12,False
509493,2028-09-25,BearingWorks Ltd,Riverside Plant,261,460.62,120221.82,11,15,False
509494,2028-09-25,FastenRight Supply,Riverside Plant,199,283.7,56456.3,26,27,False
509495,2028-09-25,Honeywell Sensing,Rheinland Plant,671,129.9,87162.9,12,20,False
509496,2028-09-26,ElectroParts Co,Rheinland Plant,289,83.69,24186.41,6,7,False
509497,2028-09-26,BearingWorks Ltd,Rheinland Plant,503,382.68,192488.04,5,3,True
509498,2028-09-26,Honeywell Sensing,Riverside Plant,69,488.51,33707.19,11,9,True
509499,2028-09-26,GE Power Systems,Riverside Plant,773,408.65,315886.45,29,30,False
509500,2028-09-26,GE Power Systems,Rheinland Plant,895,88.04,78795.8,28,35,False
509501,2028-09-26,FastenRight Supply,Rheinland Plant,64,167.86,10743.04,7,10,False
509502,2028-09-27,NordSteel AG,Riverside Plant,955,72.4,69142.0,10,17,False
509503,2028-09-27,CopperLine Metals,Riverside Plant,669,221.1,147915.9,8,10,False
509504,2028-09-27,Honeywell Sensing,Rheinland Plant,681,371.08,252705.48,28,33,False
509505,2028-09-27,FastenRight Supply,Rheinland Plant,780,208.02,162255.6,29,39,False
509506,2028-09-27,GE Power Systems,Riverside Plant,780,129.77,101220.6,20,23,False
509507,2028-09-27,SealTech Polymers,Riverside Plant,308,52.31,16111.48,4,12,False
509508,2028-09-27,SealTech Polymers,Rheinland Plant,146,351.27,51285.42,27,31,False
509509,2028-09-28,Siemens Industrial,Rheinland Plant,113,59.85,6763.05,8,19,False
509510,2028-09-28,FastenRight Supply,Riverside Plant,318,124.79,39683.22,25,27,False
509511,2028-09-28,BearingWorks Ltd,Rheinland Plant,867,156.61,135780.87,28,36,False
509512,2028-09-28,Honeywell Sensing,Rheinland Plant,188,349.69,65741.72,22,27,False
509513,2028-09-29,CopperLine Metals,Riverside Plant,914,371.53,339578.42,17,20,False
509514,2028-09-29,FastenRight Supply,Riverside Plant,199,245.51,48856.49,10,14,False
509515,2028-09-30,SealTech Polymers,Rheinland Plant,279,80.91,22573.89,15,23,False
509516,2028-09-30,GE Power Systems,Rheinland Plant,141,411.9,58077.9,23,23,True
509517,2028-10-01,Siemens Industrial,Riverside Plant,967,460.49,445293.83,20,19,True
509518,2028-10-01,ElectroParts Co,Rheinland Plant,865,355.96,307905.4,19,28,False
509519,2028-10-01,Honeywell Sensing,Riverside Plant,201,491.42,98775.42,8,13,False
509520,2028-10-01,Honeywell Sensing,Riverside Plant,482,225.33,108609.06,5,9,False
509521,2028-10-01,PrecisionCast Foundry,Rheinland Plant,259,212.11,54936.49,27,29,False
509522,2028-10-01,FastenRight Supply,Rheinland Plant,102,17.12,1746.24,28,38,False
509523,2028-10-01,Siemens Industrial,Rheinland Plant,356,70.84,25219.04,28,34,False
509524,2028-10-01,Siemens Industrial,Rheinland Plant,326,402.16,131104.16,11,22,False
509525,2028-10-01,ElectroParts Co,Rheinland Plant,941,296.98,279458.18,3,12,False
509526,2028-10-02,CopperLine Metals,Riverside Plant,176,125.17,22029.92,23,23,True
509527,2028-10-02,SealTech Polymers,Riverside Plant,661,33.57,22189.77,25,32,False
509528,2028-10-02,Siemens Industrial,Riverside Plant,426,304.68,129793.68,16,21,False
509529,2028-10-02,NordSteel AG,Rheinland Plant,417,145.14,60523.38,23,26,False
509530,2028-10-03,Honeywell Sensing,Riverside Plant,123,331.86,40818.78,9,9,True
509531,2028-10-03,Siemens Industrial,Riverside Plant,304,400.75,121828.0,29,34,False
509532,2028-10-03,Siemens Industrial,Rheinland Plant,63,207.05,13044.15,5,16,False
509533,2028-10-03,FastenRight Supply,Rheinland Plant,885,330.67,292642.95,5,7,False
509534,2028-10-03,CopperLine Metals,Riverside Plant,253,7.6,1922.8,4,12,False
509535,2028-10-03,ElectroParts Co,Rheinland Plant,566,80.16,45370.56,13,13,True
509536,2028-10-03,FastenRight Supply,Rheinland Plant,58,50.26,2915.08,6,7,False
509537,2028-10-03,FastenRight Supply,Rheinland Plant,813,17.9,14552.7,18,23,False
509538,2028-10-03,GE Power Systems,Riverside Plant,901,448.07,403711.07,15,25,False
509539,2028-10-03,BearingWorks Ltd,Rheinland Plant,605,353.94,214133.7,13,15,False
509540,2028-10-03,FastenRight Supply,Riverside Plant,879,259.54,228135.66,23,33,False
509541,2028-10-04,ElectroParts Co,Rheinland Plant,957,123.06,117768.42,13,12,True
509542,2028-10-04,NordSteel AG,Riverside Plant,305,413.61,126151.05,9,18,False
509543,2028-10-04,NordSteel AG,Rheinland Plant,198,188.98,37418.04,7,13,False
509544,2028-10-04,NordSteel AG,Rheinland Plant,987,224.79,221867.73,5,9,False
509545,2028-10-04,PrecisionCast Foundry,Rheinland Plant,894,199.41,178272.54,19,25,False
509546,2028-10-04,FastenRight Supply,Rheinland Plant,305,457.6,139568.0,16,27,False
509547,2028-10-04,SealTech Polymers,Rheinland Plant,953,299.75,285661.75,14,15,False
509548,2028-10-05,FastenRight Supply,Riverside Plant,275,226.86,62386.5,5,8,False
509549,2028-10-05,Honeywell Sensing,Rheinland Plant,643,150.75,96932.25,25,36,False
509550,2028-10-05,PrecisionCast Foundry,Rheinland Plant,60,423.03,25381.8,23,33,False
509551,2028-10-05,FastenRight Supply,Riverside Plant,935,7.67,7171.45,9,9,True
509552,2028-10-05,GE Power Systems,Rheinland Plant,892,106.81,95274.52,17,17,True
509553,2028-10-06,Siemens Industrial,Riverside Plant,728,151.1,110000.8,7,10,False
509554,2028-10-06,BearingWorks Ltd,Riverside Plant,173,423.8,73317.4,16,27,False
509555,2028-10-06,Siemens Industrial,Rheinland Plant,360,325.33,117118.8,16,17,False
509556,2028-10-06,PrecisionCast Foundry,Riverside Plant,527,127.15,67008.05,13,13,True
509557,2028-10-06,FastenRight Supply,Rheinland Plant,394,266.12,104851.28,7,8,False
509558,2028-10-07,SealTech Polymers,Riverside Plant,310,192.73,59746.3,4,7,False
509559,2028-10-07,GE Power Systems,Riverside Plant,472,252.64,119246.08,12,13,False
509560,2028-10-07,CopperLine Metals,Riverside Plant,380,307.6,116888.0,11,12,False
509561,2028-10-07,Siemens Industrial,Rheinland Plant,527,381.03,200802.81,29,37,False
509562,2028-10-07,Siemens Industrial,Riverside Plant,448,416.38,186538.24,7,11,False
509563,2028-10-07,BearingWorks Ltd,Rheinland Plant,339,443.38,150305.82,15,25,False
509564,2028-10-07,PrecisionCast Foundry,Riverside Plant,71,295.99,21015.29,3,6,False
509565,2028-10-07,ElectroParts Co,Rheinland Plant,627,436.49,273679.23,17,18,False
509566,2028-10-07,FastenRight Supply,Riverside Plant,83,24.0,1992.0,23,22,True
509567,2028-10-07,PrecisionCast Foundry,Riverside Plant,336,470.17,157977.12,4,13,False
509568,2028-10-08,PrecisionCast Foundry,Riverside Plant,814,23.27,18941.78,19,18,True
509569,2028-10-08,SealTech Polymers,Rheinland Plant,150,209.31,31396.5,21,24,False
509570,2028-10-08,ElectroParts Co,Riverside Plant,588,433.56,254933.28,24,31,False
509571,2028-10-08,BearingWorks Ltd,Rheinland Plant,779,325.23,253354.17,6,6,True
509572,2028-10-08,NordSteel AG,Rheinland Plant,656,135.21,88697.76,6,4,True
509573,2028-10-09,NordSteel AG,Riverside Plant,685,209.04,143192.4,12,18,False
509574,2028-10-09,Honeywell Sensing,Rheinland Plant,439,291.89,128139.71,15,14,True
509575,2028-10-09,FastenRight Supply,Rheinland Plant,305,231.49,70604.45,8,15,False
509576,2028-10-09,BearingWorks Ltd,Riverside Plant,894,218.08,194963.52,8,13,False
509577,2028-10-09,CopperLine Metals,Riverside Plant,50,284.33,14216.5,6,16,False
509578,2028-10-09,Honeywell Sensing,Riverside Plant,994,221.19,219862.86,24,25,False
509579,2028-10-09,CopperLine Metals,Rheinland Plant,313,267.98,83877.74,13,21,False
509580,2028-10-09,GE Power Systems,Riverside Plant,397,94.27,37425.19,14,25,False
509581,2028-10-10,GE Power Systems,Rheinland Plant,308,116.0,35728.0,14,23,False
509582,2028-10-10,FastenRight Supply,Riverside Plant,510,102.48,52264.8,13,16,False
509583,2028-10-10,Siemens Industrial,Riverside Plant,339,184.87,62670.93,22,20,True
509584,2028-10-10,PrecisionCast Foundry,Rheinland Plant,317,414.56,131415.52,20,25,False
509585,2028-10-10,FastenRight Supply,Rheinland Plant,270,106.21,28676.7,28,31,False
509586,2028-10-10,FastenRight Supply,Riverside Plant,661,385.77,254993.97,14,22,False
509587,2028-10-10,GE Power Systems,Rheinland Plant,720,376.41,271015.2,18,16,True
509588,2028-10-11,Siemens Industrial,Riverside Plant,652,33.27,21692.04,29,40,False
509589,2028-10-11,GE Power Systems,Rheinland Plant,697,330.01,230016.97,22,25,False
509590,2028-10-11,CopperLine Metals,Riverside Plant,583,248.11,144648.13,6,9,False
509591,2028-10-11,FastenRight Supply,Rheinland Plant,848,298.99,253543.52,27,27,True
509592,2028-10-12,SealTech Polymers,Rheinland Plant,966,315.85,305111.1,25,27,False
509593,2028-10-12,Siemens Industrial,Rheinland Plant,358,74.94,26828.52,4,3,True
509594,2028-10-12,Honeywell Sensing,Riverside Plant,399,190.29,75925.71,19,23,False
509595,2028-10-12,PrecisionCast Foundry,Riverside Plant,633,283.52,179468.16,3,4,False
509596,2028-10-13,Siemens Industrial,Rheinland Plant,477,171.99,82039.23,17,27,False
509597,2028-10-13,FastenRight Supply,Rheinland Plant,911,474.15,431950.65,26,33,False
509598,2028-10-13,SealTech Polymers,Riverside Plant,367,239.88,88035.96,11,17,False
509599,2028-10-13,BearingWorks Ltd,Rheinland Plant,263,247.19,65010.97,10,15,False
509600,2028-10-13,SealTech Polymers,Riverside Plant,135,32.01,4321.35,15,24,False
509601,2028-10-14,BearingWorks Ltd,Rheinland Plant,100,222.14,22214.0,26,28,False
509602,2028-10-14,PrecisionCast Foundry,Riverside Plant,673,214.33,144244.09,9,7,True
509603,2028-10-14,Honeywell Sensing,Rheinland Plant,784,481.8,377731.2,17,19,False
509604,2028-10-14,CopperLine Metals,Riverside Plant,786,191.06,150173.16,3,10,False
509605,2028-10-14,CopperLine Metals,Rheinland Plant,560,45.45,25452.0,24,35,False
509606,2028-10-15,CopperLine Metals,Rheinland Plant,411,196.58,80794.38,22,22,True
509607,2028-10-15,Siemens Industrial,Rheinland Plant,833,357.46,297764.18,20,28,False
509608,2028-10-15,FastenRight Supply,Riverside Plant,796,238.51,189853.96,18,25,False
509609,2028-10-15,FastenRight Supply,Rheinland Plant,639,439.49,280834.11,9,9,True
509610,2028-10-15,CopperLine Metals,Riverside Plant,234,454.93,106453.62,21,24,False
509611,2028-10-16,FastenRight Supply,Rheinland Plant,366,215.54,78887.64,23,23,True
509612,2028-10-16,NordSteel AG,Riverside Plant,79,118.48,9359.92,27,26,True
509613,2028-10-16,SealTech Polymers,Rheinland Plant,902,219.1,197628.2,7,17,False
509614,2028-10-16,CopperLine Metals,Riverside Plant,854,496.53,424036.62,13,16,False
509615,2028-10-16,Honeywell Sensing,Rheinland Plant,544,280.58,152635.52,21,27,False
509616,2028-10-16,CopperLine Metals,Riverside Plant,239,369.93,88413.27,15,26,False
509617,2028-10-16,PrecisionCast Foundry,Rheinland Plant,305,311.16,94903.8,10,13,False
509618,2028-10-17,Honeywell Sensing,Riverside Plant,224,330.5,74032.0,5,3,True
509619,2028-10-17,ElectroParts Co,Rheinland Plant,32,435.25,13928.0,16,21,False
509620,2028-10-17,SealTech Polymers,Riverside Plant,835,88.69,74056.15,15,18,False
509621,2028-10-17,NordSteel AG,Rheinland Plant,294,384.79,113128.26,28,35,False
509622,2028-10-17,CopperLine Metals,Riverside Plant,904,491.7,444496.8,17,27,False
509623,2028-10-17,PrecisionCast Foundry,Riverside Plant,641,242.3,155314.3,4,5,False
509624,2028-10-17,NordSteel AG,Rheinland Plant,539,31.13,16779.07,21,30,False
509625,2028-10-17,GE Power Systems,Riverside Plant,62,11.87,735.94,28,26,True
509626,2028-10-17,CopperLine Metals,Riverside Plant,59,319.99,18879.41,19,30,False
509627,2028-10-18,SealTech Polymers,Rheinland Plant,587,332.6,195236.2,19,23,False
509628,2028-10-18,NordSteel AG,Riverside Plant,889,264.18,234856.02,6,17,False
509629,2028-10-18,CopperLine Metals,Rheinland Plant,215,218.06,46882.9,8,8,True
509630,2028-10-18,FastenRight Supply,Riverside Plant,949,96.63,91701.87,25,32,False
509631,2028-10-18,NordSteel AG,Rheinland Plant,787,72.88,57356.56,12,17,False
509632,2028-10-18,PrecisionCast Foundry,Rheinland Plant,477,398.77,190213.29,7,17,False
509633,2028-10-18,BearingWorks Ltd,Rheinland Plant,214,483.28,103421.92,11,22,False
509634,2028-10-18,ElectroParts Co,Rheinland Plant,815,7.75,6316.25,28,28,True
509635,2028-10-18,Honeywell Sensing,Riverside Plant,952,321.27,305849.04,5,12,False
509636,2028-10-19,GE Power Systems,Rheinland Plant,12,466.14,5593.68,4,7,False
509637,2028-10-19,Siemens Industrial,Riverside Plant,559,404.14,225914.26,22,26,False
509638,2028-10-19,BearingWorks Ltd,Rheinland Plant,765,187.26,143253.9,12,12,True
509639,2028-10-19,BearingWorks Ltd,Riverside Plant,519,358.74,186186.06,6,17,False
509640,2028-10-19,Siemens Industrial,Rheinland Plant,860,45.31,38966.6,12,10,True
509641,2028-10-20,SealTech Polymers,Riverside Plant,163,6.92,1127.96,24,26,False
509642,2028-10-20,PrecisionCast Foundry,Rheinland Plant,675,150.96,101898.0,11,21,False
509643,2028-10-20,Siemens Industrial,Rheinland Plant,129,315.92,40753.68,21,30,False
509644,2028-10-21,GE Power Systems,Rheinland Plant,351,421.77,148041.27,8,6,True
509645,2028-10-21,CopperLine Metals,Riverside Plant,863,235.05,202848.15,29,33,False
509646,2028-10-21,CopperLine Metals,Rheinland Plant,942,39.21,36935.82,6,7,False
509647,2028-10-21,NordSteel AG,Riverside Plant,139,357.59,49705.01,19,26,False
509648,2028-10-21,BearingWorks Ltd,Riverside Plant,76,328.53,24968.28,22,24,False
509649,2028-10-22,Honeywell Sensing,Riverside Plant,728,336.61,245052.08,29,30,False
509650,2028-10-22,GE Power Systems,Riverside Plant,490,235.9,115591.0,24,31,False
509651,2028-10-22,Honeywell Sensing,Riverside Plant,431,182.69,78739.39,6,12,False
509652,2028-10-22,Siemens Industrial,Riverside Plant,374,310.54,116141.96,17,28,False
509653,2028-10-22,ElectroParts Co,Rheinland Plant,535,238.26,127469.1,18,26,False
509654,2028-10-22,ElectroParts Co,Riverside Plant,396,273.2,108187.2,28,36,False
509655,2028-10-22,PrecisionCast Foundry,Riverside Plant,132,178.38,23546.16,19,23,False
509656,2028-10-23,CopperLine Metals,Rheinland Plant,805,278.68,224337.4,9,15,False
509657,2028-10-23,SealTech Polymers,Riverside Plant,859,209.81,180226.79,22,25,False
509658,2028-10-23,SealTech Polymers,Rheinland Plant,622,238.22,148172.84,24,28,False
509659,2028-10-23,BearingWorks Ltd,Riverside Plant,112,377.0,42224.0,23,22,True
509660,2028-10-23,CopperLine Metals,Rheinland Plant,41,89.62,3674.42,14,18,False
509661,2028-10-23,NordSteel AG,Riverside Plant,346,191.63,66303.98,21,21,True
509662,2028-10-23,FastenRight Supply,Rheinland Plant,297,188.02,55841.94,22,28,False
509663,2028-10-23,PrecisionCast Foundry,Riverside Plant,692,64.81,44848.52,23,21,True
509664,2028-10-24,BearingWorks Ltd,Rheinland Plant,105,160.04,16804.2,22,25,False
509665,2028-10-25,NordSteel AG,Riverside Plant,957,145.67,139406.19,8,15,False
509666,2028-10-25,CopperLine Metals,Rheinland Plant,737,263.41,194133.17,26,26,True
509667,2028-10-25,ElectroParts Co,Riverside Plant,149,122.14,18198.86,12,20,False
509668,2028-10-25,Siemens Industrial,Riverside Plant,819,328.18,268779.42,9,10,False
509669,2028-10-25,SealTech Polymers,Rheinland Plant,357,48.72,17393.04,27,38,False
509670,2028-10-25,FastenRight Supply,Rheinland Plant,867,169.41,146878.47,24,35,False
509671,2028-10-25,GE Power Systems,Rheinland Plant,828,16.49,13653.72,4,12,False
509672,2028-10-25,SealTech Polymers,Riverside Plant,581,76.84,44644.04,12,11,True
509673,2028-10-25,GE Power Systems,Rheinland Plant,925,467.56,432493.0,25,23,True
509674,2028-10-25,CopperLine Metals,Riverside Plant,674,447.44,301574.56,23,32,False
509675,2028-10-25,Siemens Industrial,Riverside Plant,269,352.94,94940.86,13,20,False
509676,2028-10-26,GE Power Systems,Riverside Plant,141,204.9,28890.9,9,9,True
509677,2028-10-26,FastenRight Supply,Riverside Plant,525,247.37,129869.25,14,18,False
509678,2028-10-26,BearingWorks Ltd,Riverside Plant,701,487.79,341940.79,26,29,False
509679,2028-10-26,BearingWorks Ltd,Rheinland Plant,711,167.41,119028.51,27,34,False
509680,2028-10-26,FastenRight Supply,Riverside Plant,345,72.22,24915.9,23,28,False
509681,2028-10-26,SealTech Polymers,Rheinland Plant,13,30.49,396.37,5,15,False
509682,2028-10-26,GE Power Systems,Riverside Plant,271,467.41,126668.11,21,29,False
509683,2028-10-27,FastenRight Supply,Rheinland Plant,121,395.65,47873.65,12,19,False
509684,2028-10-27,SealTech Polymers,Riverside Plant,930,387.21,360105.3,7,13,False
509685,2028-10-27,CopperLine Metals,Rheinland Plant,148,21.06,3116.88,26,37,False
509686,2028-10-27,BearingWorks Ltd,Rheinland Plant,102,331.88,33851.76,25,33,False
509687,2028-10-27,CopperLine Metals,Riverside Plant,827,172.55,142698.85,5,14,False
509688,2028-10-27,FastenRight Supply,Riverside Plant,890,338.49,301256.1,25,33,False
509689,2028-10-27,NordSteel AG,Rheinland Plant,919,207.62,190802.78,22,21,True
509690,2028-10-28,FastenRight Supply,Riverside Plant,297,262.91,78084.27,10,10,True
509691,2028-10-28,SealTech Polymers,Rheinland Plant,197,272.14,53611.58,12,20,False
509692,2028-10-28,PrecisionCast Foundry,Rheinland Plant,422,92.7,39119.4,29,35,False
509693,2028-10-28,PrecisionCast Foundry,Rheinland Plant,557,132.09,73574.13,15,13,True
509694,2028-10-29,PrecisionCast Foundry,Riverside Plant,661,9.85,6510.85,6,6,True
